fips,ruc93,ruc03,ruc13,metro93,metro03,metro13,year,fmr,tot_pop,black_pct,female_pct,county,stname,pay,employment,establishments,emp,unemp,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,st_fips,st_abrv,st_name,cty_fips,cty_name,disasters,ihp,iap,pap,hmp
22051,0,1,1,metro,metro,metro,1992,528,NA,NA,NA,NA,NA,21775,180439,11462,212874,19665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,1992,434,NA,NA,NA,NA,NA,20212,22221,1637,34113,2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,1992,528,NA,NA,NA,NA,NA,25186,266098,12993,184792,20190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
22075,1,1,1,metro,metro,metro,1992,487,NA,NA,NA,NA,NA,28398,16102,809,9364,1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0
22087,0,1,1,metro,metro,metro,1992,528,NA,NA,NA,NA,NA,20590,13549,1029,28078,3260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0
22089,0,1,1,metro,metro,metro,1992,528,NA,NA,NA,NA,NA,30788,19496,727,18653,2157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0
22095,1,1,1,metro,metro,metro,1992,528,NA,NA,NA,NA,NA,24567,10389,572,16508,2117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0
22103,0,1,1,metro,metro,metro,1992,528,NA,NA,NA,NA,NA,18209,37719,3115,66949,6338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0
22109,3,3,3,metro,metro,metro,1992,434,NA,NA,NA,NA,NA,22584,34562,2269,38217,3467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1
22051,0,1,1,metro,metro,metro,1993,451,NA,NA,NA,NA,NA,22163,183858,11590,212178,18895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,1993,447,NA,NA,NA,NA,NA,19985,22917,1670,34093,2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,1993,451,NA,NA,NA,NA,NA,25903,264212,12810,183388,20372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
22075,1,1,1,metro,metro,metro,1993,495,NA,NA,NA,NA,NA,28964,15544,797,9203,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0
22087,0,1,1,metro,metro,metro,1993,451,NA,NA,NA,NA,NA,20653,14101,1014,28070,3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0
22089,0,1,1,metro,metro,metro,1993,451,NA,NA,NA,NA,NA,30238,18936,730,18944,2343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0
22095,1,1,1,metro,metro,metro,1993,451,NA,NA,NA,NA,NA,24129,10824,593,16615,2574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0
22103,0,1,1,metro,metro,metro,1993,451,NA,NA,NA,NA,NA,18877,39982,3208,69220,6440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0
22109,3,3,3,metro,metro,metro,1993,447,NA,NA,NA,NA,NA,23251,36244,2303,38159,2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1
22051,0,1,1,metro,metro,metro,1994,469,NA,NA,NA,NA,NA,22652,190959,12366,217163,18350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,1994,379,NA,NA,NA,NA,NA,20787,24005,1743,35210,2155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,1994,469,NA,NA,NA,NA,NA,26285,266344,13281,186466,20468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
22075,1,1,1,metro,metro,metro,1994,469,NA,NA,NA,NA,NA,30416,15801,817,9415,1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0
22087,0,1,1,metro,metro,metro,1994,469,NA,NA,NA,NA,NA,21673,14449,1078,28803,3053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0
22089,0,1,1,metro,metro,metro,1994,469,NA,NA,NA,NA,NA,31368,20024,786,19734,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0
22095,1,1,1,metro,metro,metro,1994,469,NA,NA,NA,NA,NA,24431,11010,637,17109,2163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0
22103,0,1,1,metro,metro,metro,1994,469,NA,NA,NA,NA,NA,19194,42992,3588,73480,6218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0
22109,3,3,3,metro,metro,metro,1994,379,NA,NA,NA,NA,NA,23467,38443,2451,39517,2402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1
22051,0,1,1,metro,metro,metro,1995,477,NA,NA,NA,NA,NA,23463,197804,12730,220182,15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,1995,377,NA,NA,NA,NA,NA,21130,24940,1780,35799,1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,1995,477,NA,NA,NA,NA,NA,27390,268356,13339,188107,19010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
22075,1,1,1,metro,metro,metro,1995,477,NA,NA,NA,NA,NA,30700,16357,820,9636,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0
22087,0,1,1,metro,metro,metro,1995,477,NA,NA,NA,NA,NA,22531,14326,1092,29174,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0
22089,0,1,1,metro,metro,metro,1995,477,NA,NA,NA,NA,NA,33352,20281,831,20287,1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0
22095,1,1,1,metro,metro,metro,1995,477,NA,NA,NA,NA,NA,24932,11550,655,17414,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0
22103,0,1,1,metro,metro,metro,1995,477,NA,NA,NA,NA,NA,19867,45667,3842,77131,5430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0
22109,3,3,3,metro,metro,metro,1995,377,NA,NA,NA,NA,NA,24154,39377,2491,40150,2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1
22051,0,1,1,metro,metro,metro,1996,482,NA,NA,NA,NA,NA,24098,205160,13001,224477,14207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,1996,385,NA,NA,NA,NA,NA,22413,26130,1813,37328,1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,1996,482,NA,NA,NA,NA,NA,27813,262320,13283,189844,18390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
22075,1,1,1,metro,metro,metro,1996,482,NA,NA,NA,NA,NA,32345,17592,795,9893,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0
22087,0,1,1,metro,metro,metro,1996,482,NA,NA,NA,NA,NA,22341,15226,1120,29755,2512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0
22089,0,1,1,metro,metro,metro,1996,482,NA,NA,NA,NA,NA,34275,19666,872,21070,1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0
22095,1,1,1,metro,metro,metro,1996,482,NA,NA,NA,NA,NA,26048,11584,686,17920,2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0
22103,0,1,1,metro,metro,metro,1996,482,NA,NA,NA,NA,NA,19753,48790,4088,81613,4613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0
22109,3,3,3,metro,metro,metro,1996,385,NA,NA,NA,NA,NA,25203,41461,2545,42295,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1
22051,0,1,1,metro,metro,metro,1997,482,NA,NA,NA,NA,NA,25383,209820,13299,230027,12278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,1997,396,NA,NA,NA,NA,NA,24540,27968,1839,40061,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,1997,482,NA,NA,NA,NA,NA,29467,261845,13157,193270,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
22075,1,1,1,metro,metro,metro,1997,482,NA,NA,NA,NA,NA,34541,18132,823,10341,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0
22087,0,1,1,metro,metro,metro,1997,482,NA,NA,NA,NA,NA,23474,15796,1151,30509,2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0
22089,0,1,1,metro,metro,metro,1997,482,NA,NA,NA,NA,NA,35828,20625,893,21991,1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0
22095,1,1,1,metro,metro,metro,1997,482,NA,NA,NA,NA,NA,27239,12291,695,18383,1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0
22103,0,1,1,metro,metro,metro,1997,482,NA,NA,NA,NA,NA,21498,51322,4364,86710,4139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0
22109,3,3,3,metro,metro,metro,1997,396,NA,NA,NA,NA,NA,26883,45817,2618,45544,1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1
22051,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,26754,213489,13772,233127,11404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,1998,406,NA,NA,NA,NA,NA,26073,29436,1892,41715,1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,31047,259468,13436,194813,14354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
22075,1,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,34437,18838,864,10570,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0
22087,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,24646,15759,1199,30838,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0
22089,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,39235,22345,943,22631,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0
22095,1,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,27948,12451,721,18823,1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0
22103,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,22935,52923,4622,90315,3918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0
22109,3,3,3,metro,metro,metro,1998,406,NA,NA,NA,NA,NA,27830,48164,2764,47758,1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1
22051,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,27378,216284,14206,231934,10408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,1999,413,NA,NA,NA,NA,NA,26436,29082,1969,40074,1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,31262,258788,13615,193110,11791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
22075,1,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,34079,17379,876,10527,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0
22087,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,23877,16481,1251,30605,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0
22089,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,39040,20391,972,22835,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0
22095,1,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,28197,12743,736,18940,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0
22103,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,23562,55187,4827,92254,3337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0
22109,3,3,3,metro,metro,metro,1999,413,NA,NA,NA,NA,NA,27506,45497,2828,45823,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1
22051,0,1,1,metro,metro,metro,2e3,521,454936,0.23038185590940263,0.5196247384247454,jefferson,Louisiana,28014,215326,14198,221554,10682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1
22057,3,3,3,metro,metro,metro,2e3,414,89775,0.12672793093845724,0.5124589250905041,lafourche,Louisiana,27423,30088,2011,39295,1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1
22071,0,1,1,metro,metro,metro,2e3,521,485610,0.677014476637631,0.5310887337575421,orleans,Louisiana,32084,262957,13446,199774,11525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0
